obs	Country	Arrivals	Share	Gdp	Gdppc	Gkf	Cpi	Fdi	Exrate	ld_Arrivals	ld_Share	ld_Gdp	ld_Gdppc	ld_Gkf	ld_Cpi	ld_Fdi	ld_Exrate
"1988"	10	14152	3.67584415584416	513088234975.12	6209.06605633436	93652572138.9775	7.73353120303505	2011000000	81.7453042449289	0.962161546457617	0.894188562871411	0.0123774627696491	-0.00762090504774271	0.110846952014892	0.761561125635447	0.529733574328702	0.214791336235084
"1989"	10	14962	3.64837844428188	534629183757.513	6339.95854962513	95127753846.4584	9.28085614705218	2785000000	87.6843719271343	0.0556576965927285	-0.00750000151750041	0.0411255637261903	0.0208617393835304	0.0156288715699766	0.182388223491941	0.325615762588733	0.0701353165656728
"1990"	10	17174	3.90762229806598	561725828425.396	6525.85246142392	106115993205.945	11.7544498091405	2549000000	89.6685055249076	0.137882958800081	0.0686462740728617	0.0494404889702125	0.0288993595905929	0.109312005828329	0.236278076291481	-0.0885467479852693	0.0223759141719073
"1991"	10	16066	3.63073446327684	585443301236.127	6661.08402655853	116668414048.846	14.4181858431966	4742000000	98.3266945550903	-0.0666913744986726	-0.0734941218214247	0.0413554590730598	0.0205106479534187	0.0948030719079256	0.204258439505172	0.620757862249235	0.0921759539573497
"1992"	10	17146	3.57357232180075	606687040601.123	6759.14802434944	132202836389.335	16.6542366093796	4393000000	106.360727321211	0.0650596725049439	-0.0158692134526666	0.0356437340948084	0.0146146121534567	0.125001539212672	0.144174319508298	-0.0764466226495699	0.0785408522543705
"1993"	10	16440	3.31652208997377	631327184921.401	6888.17054861846	116265817587.462	18.2782795811024	4389000000	114.404759920668	-0.0420475206285307	-0.0746490752494644	0.0398111720103671	0.0189086768600752	-0.128458281997485	0.093048811704509	-0.000910954287547838	0.0729062811303747
"1994"	10	17182	3.30550211619854	661172261085.274	7068.21802977808	132019800318.648	19.5515039843635	10972500000	109.719004683255	0.0441449345878304	-0.00332828259303075	0.0461901664275928	0.0258028743605969	0.127072813271216	0.0673387668412904	0.916290731874156	-0.0418200911749569
"1995"	10	20241	3.81905660377359	623097450585.385	6531.92326852388	103056247723.484	26.3943886307231	9526290000	73.7162713954765	0.163847926097533	0.144415041758756	-0.0593114846449687	-0.078906973403706	-0.247676980174024	0.300099222074499	-0.141336797666852	-0.397699041004337
"1996"	10	21405	3.80871886120996	659702972014.333	6786.9605720553	121884875757.597	35.4681613352318	9185600000	82.7936201063313	0.0559142892835123	-0.00271055406401199	0.0570867632782139	0.0383017803433265	0.167802024315204	0.295483994568746	-0.0364183044821651	0.116127452967691
"1997"	10	19351	3.29098639455782	705637356375.022	7129.91449643049	138430026244.212	42.7839960747229	12829800000	95.3242445959231	-0.100880441869899	-0.146105539874835	0.0673117546810609	0.0492960338973063	0.127288014392029	0.187528678911031	0.334133549610272	0.140933174633873
"1998"	10	19810	3.27980132450331	738815312900.315	7338.33559033114	151165154286.507	49.5986288449114	12756764558	96.0542324294592	0.0234427629834482	-0.00340448705273855	0.0459465288301892	0.0288128158334722	0.0880080038327833	0.147799079919805	-0.00570890556222636	0.00762877189962108
"1999"	10	19043	3.03716108452951	758519614430.567	7413.44290757708	160536519793.408	57.8248615571846	13880522690	104.323261278978	-0.0394872807337787	-0.0768596234318857	0.0263206831242755	0.0101829032011	0.0601484782238124	0.153455624852804	0.0844249276713214	0.0825814068496706
"2000"	10	20641	3.04889217134417	798694407368.499	7689.09861162806	174156355431.147	63.3153432289868	18110008381	112.808119864669	0.0805798090754397	0.00385507679608654	0.0516097457769327	0.0365085996908281	0.0814320358111935	0.0907088749164044	0.265978122527606	0.0781939611392204
"2001"	10	19810	2.93047337278107	793858373511.829	7536.16195613964	163997220071.906	67.3437821624961	29860771631	120.086331894468	-0.041092528341661	-0.0396143314723501	-0.00607332928567317	-0.0200905329559049	-0.0601040132526549	0.0616828884627942	0.500080898726544	0.0625225954794226
"2002"	10	19667	2.8257183908046	794905609001.193	7448.26031596866	166454806173.725	70.7319081365605	23932305855	120.1204979917	-0.00724475646394218	-0.0364013407553982	0.00131830234390762	-0.0117325375507065	0.0148743612840008	0.049086211113333	-0.221316377789819	0.000284472323111018
"2003"	10	18665	2.70507246376812	806214502504.701	7461.05884591639	172211496162.288	73.9488928749965	18554099227	107.541540974317	-0.0522919918799705	-0.0436339291368553	0.0141264624504167	0.00171685010596079	0.0339995121060888	0.0444774293420336	-0.254538508386943	-0.110618188299743
"2004"	10	20601	2.70354330708661	840847173784.228	7687.28523031744	186949228127.979	77.4158261534392	24820542066.112	103.363277278712	0.0986895059401025	-0.000565452155239288	0.0420600845821006	0.0298703546291303	0.0821137223632213	0.0458170141804093	0.290980872201686	-0.0396274536423391
"2005"	10	21915	2.71561338289963	866346483685.297	7823.82549787716	192945439752.49	80.502837651072	24668877660	107.852369127181	0.0618317155641233	0.00445460298082101	0.029875001357734	0.0176059338200396	0.0315703807032151	0.0391012021663828	-0.00612918404571516	0.0425135925167277
"2006"	10	21606	2.53294255568581	909675810818.808	8113.65175304588	214309070924.5	83.4245890551947	20698632180	108.078198696688	-0.0142002799759791	-0.0696361591977096	0.0488033590112558	0.0363744155507923	0.105011776386842	0.0356506645790375	-0.175474815556772	0.00209168765793155
"2007"	10	21370	2.35093509350935	938314459589.249	8264.91637046695	222249600123.174	86.7339077248804	32183876490	106.907384876918	-0.0109829845637375	-0.0745685312495368	0.0309968533982428	0.0184715681124743	0.036381845428739	0.0389018011827558	0.441397977191755	-0.0108921293752164
"2008"	10	22931	2.47367853290183	951453584529.148	8275.80945804553	235991638144.615	91.1794630517248	28336685790	105.161580640322	0.0705016375777952	0.0508931661894184	0.013905766590284	0.00131712347647905	0.0599952976356981	0.0499847859968883	-0.127308314196235	-0.0164648671869694
"2009"	10	22346	2.50796857463524	906732031722.361	7788.27176085274	204534369396.343	96.0084688446498	17055469560	92.0726321227976	-0.0258423727837052	0.013766765311341	-0.048143942344467	-0.0607177544620328	-0.143060345938061	0.0516067188229057	-0.507686335229078	-0.1329202853924
"2010"	10	23290	2.45416227608008	953067840505.294	8084.62900017964	213782953398.668	100	23027389050	99.9999999999997	0.0413767497711035	-0.0216876213680151	0.0498391255453399	0.0373456228320954	0.0442252370119753	0.0407337812793891	0.300213388122806	0.0825924408185132
"2011"	10	23403	2.35206030150754	991615763211.606	8307.68699592443	225343299290.79	103.407379616712	23553049050	100.401659972333	0.0048401353780374	-0.0424938031706289	0.0396496093988716	0.0272166257304711	0.0526637501374942	0.0335061431402446	0.0225709477028779	0.00400855472183625
"2012"	10	23403	2.26115942028986	1031112704873.52	8532.34780295426	238204921908.573	107.658982866409	17223652740	97.5367077215376	0	-0.0394139685408765	0.0390580973386392	0.0266833340234012	0.0555063056133562	0.0402923363136356	-0.312971684963191	-0.0289499441088257
"1980"	11	383	0.137720244516361	12539518149.3888	2152.44277301392	2313899623.69586	1.48548272978422	92700000	140.315	NA	NA	NA	NA	NA	NA	NA	NA
"1981"	11	451	0.161880832735104	13076192899.5722	2193.23182594291	2000528332.43846	1.59711139295278	79700000	142.428333333333	0.163432350322033	0.161636050216246	0.0419081315603371	0.018772804955141	-0.145522938104833	0.0724568281872452	-0.151098886775642	0.0149490540736306
"1982"	11	460	0.166124954857349	13298319325.4561	2179.91476365117	1756074776.50339	1.71923041209371	-1400000	144.171666666667	0.0197591499804624	0.0258797811492517	0.0168444197974935	-0.00609039883890894	-0.130330234156972	0.0736801376876068	NA	0.0121657699599282
"1983"	11	502	0.178140525195174	13913758401.1821	2229.63319560381	1951671290.12868	1.81599941555477	48200000	137.750833333333	0.0873736302085879	0.0698324609209247	0.0452405028936909	0.0225513088723384	0.105604999623704	0.0547592024806844	NA	-0.0455582215618442
"1984"	11	562	0.183181225554107	14088083322.0115	2207.60920565267	1725686297.43037	2.18195377217247	68500000	96.1374999999999	0.112901730201962	0.0279032601734406	0.012451121943041	-0.00992696310965702	-0.123061252416765	0.183584742849691	0.351474724211627	-0.359667039238326
"1985"	11	660	0.206185567010309	13789058822.7787	2113.68813365594	1642061359.85456	3.17116816481464	36200000	110.7325	0.16073798512678	0.118300607644064	-0.0214538468013892	-0.043475770279068	-0.0496724456378139	0.373879325060445	-0.637774626436453	0.1413379245126
"1986"	11	747	0.226226529376136	14274708541.3908	2141.28261793396	2076946444.73172	3.41341283411136	50000000	101.454166666666	0.123825350112346	0.0927602656021356	0.0346138991468621	0.0129706513898951	0.234946380341047	0.0736125956574658	0.322963886596419	-0.087510246332144
"1987"	11	902	0.250764525993884	15718933250.4515	2308.2822073039	2652236838.02813	3.87595497882783	89000000	82.965	0.188549334929807	0.102977515714256	0.0963765873945377	0.0750986110320797	0.244504614129973	0.127079456675986	0.576613364303995	-0.201188304448876
"1988"	11	1116	0.28987012987013	16057827682.9154	2309.17702551502	2507893779.04318	5.57609737276069	106100000	69.44	0.212891622878632	0.144918639292426	0.0213305114742326	0.000387580345467597	-0.0559601047564264	0.363697057547882	0.175745675887796	-0.177955761762656
"1989"	11	1400	0.341380151182638	16764458627.2017	2361.52030574424	2851995314.40961	7.84322236520788	110000000	83.6233333333333	0.226721372662094	0.163563674551864	0.0430646507640908	0.0224144139356541	0.128575590616649	0.341160629749337	0.0360983201724778	0.185859517653542
"1990"	11	1533	0.348805460750853	15850072671.3683	2187.68734783645	2607776229.32215	11.8011068228295	132800000	82.2683333333333	0.0907543632684646	0.0215176785412463	-0.0560870022936477	-0.0764606286731624	-0.0895210208938622	0.4085435597289	0.188363871249919	-0.016336325528445
"1991"	11	1321	0.298531073446328	15999719375.9723	2164.35030353141	2391626730.99771	17.3569684801349	145000000	83.0216666666667	-0.148837574349489	-0.155640321672242	0.00939709782709031	-0.0107247546369695	-0.0865240637454718	0.38580074164516	0.0878895053782394	0.0091153554300103
"1992"	11	1415	0.29491454772822	17681798991.4716	2344.93524850556	2919883042.106	18.0962063480228	179700000	83.6366666666667	0.068740505555013	-0.0121883804025971	0.0999646218600709	0.080137563268825	0.199569786407231	0.0417082550091488	0.21455505136894	0.00738040251935601
"1993"	11	1609	0.324591486786363	18958888383.8865	2465.97360211504	3282718272.65432	19.0463184924915	189300000	87.2508333333333	0.128483336915045	0.0958817822941112	0.0697370606219359	0.0503289110070089	0.117128259437479	0.0511715056372442	0.0520442644257635	0.0423050917087426
"1994"	11	1717	0.330319353597538	19395560192.8238	2475.70480148074	3739169718.66974	20.6196906729848	206800000	87.7291666666667	0.0649657139050923	0.0174924967242305	0.0227713182714879	0.00393842381047715	0.130191765582833	0.0793726492569116	0.088419084418998	0.00546730511873594
"1995"	11	1776	0.335094339622642	20461080369.7288	2564.6988680735	3630008717.11542	23.2045667356814	414300000	91.115	0.0337850626546397	0.0143521783158622	0.0534803792862313	0.0353159476126521	-0.0296285367419422	0.118102624190494	0.694838206449081	0.0378680276839818
"1996"	11	1926	0.34270462633452	21920235176.7529	2700.01184651397	3984735638.97443	24.4574494804505	96500000	93.5875	0.0810816688059557	0.0224568254584321	0.0688856277647645	0.0514150892288647	0.093235921330816	0.0525857503850498	-1.45704734073842	0.0267743826187852
"1997"	11	2211	0.376020408163265	23674790956.9429	2867.41384685984	4631743922.48667	26.4865782970946	420600000	97.9858333333332	0.137999588499375	0.0927744904944394	0.077000618448249	0.0601543642845463	0.150462483291307	0.0797032735915715	1.47213925492366	0.0459260828411487
"1998"	11	2309	0.382284768211921	25334535313.6759	3018.6991573315	6563444218.03069	27.7663211855628	699800000	95.8608333333333	0.0433696284970493	0.016522378460861	0.0677576877481627	0.0514154711020964	0.348582044105452	0.0471856927973602	0.509112316664986	-0.0219254234710666
"1999"	11	2649	0.422488038277512	27035839066.5811	3170.28803129184	6465136766.82192	29.5629526232083	1337800000	95.215	0.137367679917574	0.0999953372194685	0.064994861575002	0.0489964493827149	-0.0150913314497494	0.0626981587259543	0.647987172750721	-0.00675999451610565
"2000"	11	2978	0.439881831610044	28565149660.2812	3297.21361345377	7087310459.14863	31.8464351894633	952900000	99.2941666666667	0.117069723971885	0.0403449916925305	0.055024072791241	0.0392553068728656	0.0918817587580953	0.0744034739199226	-0.339271786330166	0.0419493323696694
"2001"	11	2882	0.426331360946746	29081958770.2591	3305.03169346681	6810701299.86202	34.6753758383713	1079100000	103.738333333334	-0.0327674366844875	-0.031289239815176	0.0179305769323896	0.00236831056824904	-0.0398108299695892	0.0851043542516332	0.124372673015547	0.0437848782082151
"2002"	11	2811	0.403879310344828	30765282834.3025	3443.13197278765	7046884748.68337	36.4865982189323	916800000	97.5041666666666	-0.0249442056529352	-0.0541007899443913	0.0562688651453449	0.040935451567357	0.034090543797813	0.0509152160520916	-0.162993293409212	-0.0619765908552443
"2003"	11	3282	0.475652173913043	30687336281.2199	3382.89720206258	5075407407.36925	46.5020646184226	612990000	72.1225	0.154912700743504	0.163570763486619	-0.00253680302013848	-0.0176490116599446	-0.328178840527293	0.242551690923602	-0.402540723371029	-0.30152904995096
"2004"	11	3450	0.452755905511811	31089941311.2614	3376.62949955317	4958346596.49192	70.4324269115352	909040000	77.5858333333333	0.0499212383753687	-0.0493337197199719	0.0130342658552181	-0.0018544802269016	-0.0233344613371891	0.415157054651011	0.394040475020304	0.0730187882031252
"2005"	11	3691	0.457372986369269	33969724872.4638	3635.70681222282	5608250704.53606	73.3836882985502	1118400000	103.9075	0.0675231930045932	0.0101460804212906	0.0885853466428443	0.0739255158724763	0.123166515853459	0.0410479140038431	0.207265273869794	0.29211622990747
"2006"	11	3965	0.464830011723329	37594686814.4999	3965.99007945654	6771989917.51964	78.9408920902499	1528700000	98.1575	0.0716084310389498	0.0161725518172195	0.101393049278872	0.0869519903348461	0.188556121885323	0.0729976903767442	0.312518608527441	-0.0569277488373876
"2007"	11	3980	0.437843784378438	40780695458.6011	4241.35536539476	7614686439.59922	83.7906783329362	2252900000	99.7608333333334	0.00377596420953452	-0.0598095824762649	0.0813460866286881	0.0671273511159445	0.117283833400101	0.0596223931881754	0.387800574176111	0.0162023232626733
"2008"	11	3980	0.429341963322546	42923985852.7676	4402.37204002254	8313587898.72302	92.7098785547186	2728400000	100.399166666667	0	-0.0196084713883762	0.0512219615622911	0.0372606158544606	0.0878124636312982	0.101153267446406	0.191497081597465	0.00637825237204215
"2009"	11	3992	0.448035914702581	44406603700.051	4492.65612567561	7092685109.47983	94.04689529053	1695300000	99.9583333333333	0.00301053915287142	0.0426196772479172	0.0339574098849127	0.0203005959200251	-0.158827285765206	0.0143185122671827	-0.475855640476656	-0.00440047459863457
"2010"	11	4125	0.434668071654373	47848657632.1096	4776.84210153301	8336094246.98491	100	1820227858.97026	100	0.0327736613374281	-0.030290709801692	0.0746548734782237	0.0613355883771582	0.161530804279639	0.0613766420509014	0.0711019741668188	0.00041675349634307
"2011"	11	4306	0.432763819095477	49993672106.0299	4926.65082968697	8119463405.4029	108.460168809602	2197500000	100.671666666667	0.0429433791555258	-0.00439055939313793	0.0438533756995909	0.0308797323398959	-0.0263307220558175	0.0812128118462745	0.188358660088607	0.00669421035938633
"2012"	11	4563	0.440869565217391	51937267397.8784	5053.92457286091	8468398678.19813	112.467256758376	3415900000	100.886666666667	0.0579709030030937	0.0185569344622176	0.0381401545654825	0.0255056723044582	0.0420773638147125	0.036279130409878	0.441120650915952	0.00213337824329596
